Table 1
id,acct_code_set_description,company,ref_number,date,vendor_employee,FF2,standardized_reclamation_cost_estimator,item_description,amount
796,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,4003 ,05/04/11,PICTURE PERFECT UPHOLSTERY,TAX,AP,HEADBOARD PANEL,6.40 
797,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,4337 ,05/05/11,AMERICAN SCREEN & WINDOW,XX,AP,6X MAUVE MINI BLINDS,1080.00 
798,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,4374 ,05/05/11,GRAINGER,LP,AP,FIXTURE WALL BRACKET,183.00 
799,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,4374 ,05/05/11,GRAINGER,TAX,AP,FIXTURE WALL BRACKET,16.47 
800,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5015 ,05/10/11,AMERICAN EXPRESS,LP,AX,QN COMFORTER SET_BB&B,149.99 
801,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5015 ,05/10/11,AMERICAN EXPRESS,LP,AX,QN COMFORTER SET_BB&B,13.12 
802,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5191 ,05/10/11,AMERICAN EXPRESS,LP,AX,2X DRAPER BEDS_COST PLUS,560.00 
803,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5191 ,05/10/11,AMERICAN EXPRESS,TAX,AX,2X DRAPER BEDS_COST PLUS,49.00 
804,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5199 ,05/10/11,AMERICAN EXPRESS,LP,AX,DYSON UPRIGHT VACUUM_HMDEPOT,399.00 
805,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5199 ,05/10/11,AMERICAN EXPRESS,TAX,AX,DYSON UPRIGHT VACUUM_HMDEPOT,35.91 
806,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5807 ,05/12/11,STANDARD GLASS & MIRROR WORKS,LP,AP,PLEXIGLASS DESKTOP,127.86 
807,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5807 ,05/12/11,STANDARD GLASS & MIRROR WORKS,TAX,AP,PLEXIGLASS DESKTOP,11.51 
808,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5920 ,05/12/11,AMERICAN EXPRESS,LP,AX,4X 46 LCD HDTVINCHS_BESTBUY,2603.88 
809,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,5920 ,05/12/11,AMERICAN EXPRESS,TAX,AX,4X 46 LCD HDTVINCHS_BESTBUY,234.35 
810,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,9001 ,06/01/11,,XX,JE 068,ELEVATOR BTTNS/ARROWS,1984.00 
811,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,9001 ,06/01/11,,XX,JE 068,ELEVATOR BTTNS/ARROWS_SHIPPING,304.19 
812,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,COMO WALNUT DBL DRESSER,1049.00 
813,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,COMO WALNUT DBL DRESSER,91.79 
814,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,LP,AP,SAVANNAH WARDROBE,920.00 
815,2790_1545 INT HOTEL _ PENTHOUSE (STG),001,1517 ,04/05/11,SCANDINAVIA INC,TAX,AP,SAVANNAH WARDROBE,80.50 
816,2790_1559 EXT METRO STREETS_LIMO FINALE,001,9352 ,06/02/11,PROP DEPOT LLCnTHE,LP,AP,GAS PUMP,700.00 
817,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,9592 ,06/02/11,AMERICAN EXPRESS,LP,AX,BRNZ 3LT CHANDELIER_LOWES,92.00 
818,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,9592 ,06/02/11,AMERICAN EXPRESS,TAX,AX,BRNZ 3LT CHANDELIER_LOWES,8.05 
819,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,9593 ,06/02/11,AMERICAN EXPRESS,LP,AX,TOY GRAND PIANO_MAGICBOXTOYS,159.99 
820,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,9593 ,06/02/11,AMERICAN EXPRESS,TAX,AX,TOY GRAND PIANO_MAGICBOXTOYS,14.40 
821,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,10349 ,06/08/11,AMERICAN EXPRESS,LP,AX,1X YAMAHA KEYBOARD_GUITAR CNTR,159.99 
822,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,10349 ,06/08/11,AMERICAN EXPRESS,TAX,AX,1X YAMAHA KEYBOARD_GUITAR CNTR,14.00 
823,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,11010 ,06/09/11,SMITHnDELANEY,XX,AP,RMB 1X STEEL DRUM BILLBOBAGEND,224.00 
824,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,11255 ,06/09/11,SMITHnDELANEY,LP,PCV,SERTA BX SPRING BIG LOTS,100.00 
825,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,11255 ,06/09/11,SMITHnDELANEY,TAX,PCV,SERTA BX SPRING BIG LOTS,8.75 
826,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,LP,AX,TBL LMP W/WOOD SLT SHD_CSF,114.94 
827,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,TAX,AX,TBL LMP W/WOOD SLT SHD_CSF,10.06 
828,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,LP,AX,2 SHELF BOOK SHELF_CSF,252.87 
829,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,TAX,AX,2 SHELF BOOK SHELF_CSF,22.13 
830,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,LP,AX,ABSTRACT PAINTING_CSF,250.00 
831,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,TAX,AX,ABSTRACT PAINTING_CSF,21.88 
832,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,LP,AX,BANNOCK COFFEE TBL_CSF,363.22 
833,2790_1583 INT BILLIAM WILLINGHAM BEDROOM,001,12516 ,06/16/11,AMERICAN EXPRESS,TAX,AX,BANNOCK COFFEE TBL_CSF,31.77 
834,2790_1584 EXT CHICKEN TRUCK,001,6085 ,05/17/11,ROLAND J. ROBERT DISTRIBUTOR,LP,AP,2X FUEL PUMPS,5000.00 
835,2790_1587 INT POLICE ACAD ORIENTATION RM,001,13269 ,06/22/11,BANNER CREATIONS INC,XX,AP,72X48 SLVR GROMMET EXT FLAG,245.00 
836,2790_1587 INT POLICE ACAD ORIENTATION RM,001,13269 ,06/22/11,BANNER CREATIONS INC,XX,AP,96X58 SLVR GROMMET EXT FLAG,304.00 
837,2790_1587 INT POLICE ACAD ORIENTATION RM,001,14973 ,06/29/11,AMERICAN SCREEN & WINDOW,XX,AP,4X 36X82.5 MINI BLINDS,556.00 
838,2790_1587 INT POLICE ACAD ORIENTATION RM,001,14973 ,06/29/11,AMERICAN SCREEN & WINDOW,XX,AP,2X 30.75X82.5 MINI BLINDS,254.00 
839,2790_1587 INT POLICE ACAD ORIENTATION RM,001,14973 ,06/29/11,AMERICAN SCREEN & WINDOW,XX,AP,2X 30.5X82.5 MINI BLINDS,254.00 
840,2790_1589 INT POLICE ACAD CLASSROOM,001,15509 ,06/30/11,SMITHnCARYN,LP,PCV,10X FLAGS/POLE/STNDS/TOPS,2259.59 
841,2790_1589 INT POLICE ACAD CLASSROOM,001,15509 ,06/30/11,SMITHnCARYN,TAX,PCV,10X FLAGS/POLE/STNDS/TOPS,203.36 
842,2790_1599 EXPENDABLES,001,3361 ,04/28/11,LIGHT BULB DEPOT 2 LLC,LP,PO,4X F_STRIPS,227.80 
843,2790_1599 EXPENDABLES,001,3361 ,04/28/11,LIGHT BULB DEPOT 2 LLC,TAX,PO,4X F_STRIPS,19.93 
844,2790_1599 EXPENDABLES,001,11386 ,06/10/11,GRAINGER,LP,AP,2X HARNESS GRIANGER,252.60 
845,2790_1599 EXPENDABLES,001,11386 ,06/10/11,GRAINGER,TAX,AP,2X HARNESS GRIANGER,22.10 
846,2790_1599 EXPENDABLES,001,11387 ,06/10/11,GRAINGER,LP,AP,2X LONYARDS GRAINGER,204.40 
847,2790_1599 EXPENDABLES,001,11387 ,06/10/11,GRAINGER,TAX,AP,2X LONYARDS GRAINGER,18.40 
848,2790_1599 EXPENDABLES,001,12164 ,06/15/11,SMITHnRICHARD B.,LP,PCV,ROLLING SVC CART GRAINGER,262.25 
849,2790_1599 EXPENDABLES,001,12164 ,06/15/11,SMITHnRICHARD B.,TAX,PCV,ROLLING SVC CART GRAINGER,23.60 
